SMILES,Protein,ChEMBL ID,Name,canonical_smiles,Molecular Weight,LogP,HBA,HBD,TPSA,target_chembl_id,binding_affinity,standard_type,standard_value,standard_units,not_measured
CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,255.27,3.47,4.0,2.0,66.49,CHEMBL279,0.0,,,,1
CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,Estrogen receptor,CHEMBL364329,,CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,255.27,3.47,4.0,2.0,66.49,CHEMBL206,6.27,IC50,537.0,nM,0
Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1,Epidermal growth factor receptor,CHEMBL394463,,Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1,261.66,3.56,4.0,2.0,66.49,CHEMBL203,0.0,,,,1
Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1,261.66,3.56,4.0,2.0,66.49,CHEMBL279,0.0,,,,1
Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1,Estrogen receptor,CHEMBL360651,,Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1,261.66,3.56,4.0,2.0,66.49,CHEMBL206,6.56,IC50,273.0,nM,0
C=CCn1c(SCC(=O)NC(=O)NCc2ccco2)nc2sc(CC)cc2c1=O,Epidermal growth factor receptor,CHEMBL394463,,C=CCn1c(SCC(=O)NC(=O)NCc2ccco2)nc2sc(CC)cc2c1=O,432.53,2.92,8.0,2.0,106.23,CHEMBL203,0.0,,,,1
C=CCn1c(SCC(=O)NC(=O)NCc2ccco2)nc2sc(CC)cc2c1=O,Vascular endothelial growth factor receptor 2,CHEMBL86531,,C=CCn1c(SCC(=O)NC(=O)NCc2ccco2)nc2sc(CC)cc2c1=O,432.53,2.92,8.0,2.0,106.23,CHEMBL279,0.0,,,,1
C=CCn1c(SCC(=O)NC(=O)NCc2ccco2)nc2sc(CC)cc2c1=O,Estrogen receptor,CHEMBL1302802,,C=CCn1c(SCC(=O)NC(=O)NCc2ccco2)nc2sc(CC)cc2c1=O,432.53,2.92,8.0,2.0,106.23,CHEMBL206,5.0,IC50,10088.75,nM,0
Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,Epidermal growth factor receptor,CHEMBL394463,,Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,311.27,4.31,5.0,2.0,79.63,CHEMBL203,0.0,,,,1
Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,311.27,4.31,5.0,2.0,79.63,CHEMBL279,0.0,,,,1
Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,Estrogen receptor,CHEMBL365045,,Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,311.27,4.31,5.0,2.0,79.63,CHEMBL206,5.7,IC50,1980.0,nM,0
CCCCC12CCC(=O)C(Cl)=C1c1ccc(O)cc1C2,Epidermal growth factor receptor,CHEMBL394463,,CCCCC12CCC(=O)C(Cl)=C1c1ccc(O)cc1C2,290.79,4.44,2.0,1.0,37.3,CHEMBL203,0.0,,,,1
CCCCC12CCC(=O)C(Cl)=C1c1ccc(O)cc1C2,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCCCC12CCC(=O)C(Cl)=C1c1ccc(O)cc1C2,290.79,4.44,2.0,1.0,37.3,CHEMBL279,0.0,,,,1
CCCCC12CCC(=O)C(Cl)=C1c1ccc(O)cc1C2,Estrogen receptor,CHEMBL379109,,CCCCC12CCC(=O)C(Cl)=C1c1ccc(O)cc1C2,290.79,4.44,2.0,1.0,37.3,CHEMBL206,6.94,IC50,114.0,nM,0
Oc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)cc1,Epidermal growth factor receptor,CHEMBL394463,,Oc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)cc1,445.53,5.75,4.0,1.0,41.93,CHEMBL203,0.0,,,,1
Oc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)cc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Oc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)cc1,445.53,5.75,4.0,1.0,41.93,CHEMBL279,0.0,,,,1
Oc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)cc1,Estrogen receptor,CHEMBL471626,,Oc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)cc1,445.53,5.75,4.0,1.0,41.93,CHEMBL206,7.98,IC50,10.4,nM,0
CC12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,Epidermal growth factor receptor,CHEMBL394463,,CC12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,317.19,3.59,2.0,1.0,45.75,CHEMBL203,0.0,,,,1
CC12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CC12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,317.19,3.59,2.0,1.0,45.75,CHEMBL279,0.0,,,,1
CC12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,Estrogen receptor,CHEMBL378990,,CC12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,317.19,3.59,2.0,1.0,45.75,CHEMBL206,5.7,IC50,1990.0,nM,0
Oc1cc(O)c2cc(-c3ccc(O)c(F)c3)sc2c1,Epidermal growth factor receptor,CHEMBL394463,,Oc1cc(O)c2cc(-c3ccc(O)c(F)c3)sc2c1,276.29,3.82,4.0,3.0,60.69,CHEMBL203,0.0,,,,1
Oc1cc(O)c2cc(-c3ccc(O)c(F)c3)sc2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Oc1cc(O)c2cc(-c3ccc(O)c(F)c3)sc2c1,276.29,3.82,4.0,3.0,60.69,CHEMBL279,0.0,,,,1
Oc1cc(O)c2cc(-c3ccc(O)c(F)c3)sc2c1,Estrogen receptor,CHEMBL280645,,Oc1cc(O)c2cc(-c3ccc(O)c(F)c3)sc2c1,276.29,3.82,4.0,3.0,60.69,CHEMBL206,6.0,EC50,1000.0,nM,0
CC/C(=C(/c1ccc(/C=C/C(=O)O)c(C)c1)c1ccc2[nH]ncc2c1)c1ccccc1,Epidermal growth factor receptor,CHEMBL394463,,CC/C(=C(/c1ccc(/C=C/C(=O)O)c(C)c1)c1ccc2[nH]ncc2c1)c1ccccc1,408.5,6.34,2.0,2.0,65.98,CHEMBL203,0.0,,,,1
CC/C(=C(/c1ccc(/C=C/C(=O)O)c(C)c1)c1ccc2[nH]ncc2c1)c1ccccc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CC/C(=C(/c1ccc(/C=C/C(=O)O)c(C)c1)c1ccc2[nH]ncc2c1)c1ccccc1,408.5,6.34,2.0,2.0,65.98,CHEMBL279,0.0,,,,1
CC/C(=C(/c1ccc(/C=C/C(=O)O)c(C)c1)c1ccc2[nH]ncc2c1)c1ccccc1,Estrogen receptor,CHEMBL3581644,,CC/C(=C(/c1ccc(/C=C/C(=O)O)c(C)c1)c1ccc2[nH]ncc2c1)c1ccccc1,408.5,6.34,2.0,2.0,65.98,CHEMBL206,8.22,EC50,6.0,nM,0
CCCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,Epidermal growth factor receptor,CHEMBL394463,,CCCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,330.43,5.86,2.0,2.0,40.46,CHEMBL203,0.0,,,,1
CCCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,330.43,5.86,2.0,2.0,40.46,CHEMBL279,0.0,,,,1
CCCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,Estrogen receptor,CHEMBL357824,,CCCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,330.43,5.86,2.0,2.0,40.46,CHEMBL206,7.3,IC50,50.0,nM,0
O=C(c1ccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Epidermal growth factor receptor,CHEMBL394463,,O=C(c1ccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,551.62,6.45,8.0,2.0,107.15,CHEMBL203,0.0,,,,1
O=C(c1ccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Vascular endothelial growth factor receptor 2,CHEMBL86531,,O=C(c1ccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,551.62,6.45,8.0,2.0,107.15,CHEMBL279,0.0,,,,1
O=C(c1ccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Estrogen receptor,CHEMBL180176,,O=C(c1ccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,551.62,6.45,8.0,2.0,107.15,CHEMBL206,9.37,IC50,0.43,nM,0
CCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,Epidermal growth factor receptor,CHEMBL394463,,CCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,314.34,3.46,5.0,3.0,86.99,CHEMBL203,0.0,,,,1
CCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,314.34,3.46,5.0,3.0,86.99,CHEMBL279,0.0,,,,1
CCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,Estrogen receptor,CHEMBL425092,,CCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,314.34,3.46,5.0,3.0,86.99,CHEMBL206,6.81,IC50,155.0,nM,0
Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1F,Epidermal growth factor receptor,CHEMBL394463,,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1F,279.65,3.7,4.0,2.0,66.49,CHEMBL203,0.0,,,,1
Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1F,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1F,279.65,3.7,4.0,2.0,66.49,CHEMBL279,0.0,,,,1
Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1F,Estrogen receptor,CHEMBL362793,,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1F,279.65,3.7,4.0,2.0,66.49,CHEMBL206,5.74,IC50,1813.0,nM,0
N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(Cl)c12,Epidermal growth factor receptor,CHEMBL394463,,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(Cl)c12,313.71,4.58,3.0,2.0,64.25,CHEMBL203,0.0,,,,1
N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(Cl)c12,Vascular endothelial growth factor receptor 2,CHEMBL86531,,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(Cl)c12,313.71,4.58,3.0,2.0,64.25,CHEMBL279,0.0,,,,1
N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(Cl)c12,Estrogen receptor,CHEMBL191238,,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(Cl)c12,313.71,4.58,3.0,2.0,64.25,CHEMBL206,6.52,IC50,299.0,nM,0
O=S(=O)(c1cccc2ccccc12)N1CCc2cc(O)ccc2C1,Epidermal growth factor receptor,CHEMBL394463,,O=S(=O)(c1cccc2ccccc12)N1CCc2cc(O)ccc2C1,339.42,3.29,3.0,1.0,57.61,CHEMBL203,0.0,,,,1
O=S(=O)(c1cccc2ccccc12)N1CCc2cc(O)ccc2C1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,O=S(=O)(c1cccc2ccccc12)N1CCc2cc(O)ccc2C1,339.42,3.29,3.0,1.0,57.61,CHEMBL279,0.0,,,,1
O=S(=O)(c1cccc2ccccc12)N1CCc2cc(O)ccc2C1,Estrogen receptor,CHEMBL1766964,,O=S(=O)(c1cccc2ccccc12)N1CCc2cc(O)ccc2C1,339.42,3.29,3.0,1.0,57.61,CHEMBL206,3.15,EC50,700000.0,nM,0
CCC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,Epidermal growth factor receptor,CHEMBL394463,,CCC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,256.34,3.87,2.0,1.0,37.3,CHEMBL203,0.0,,,,1
CCC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,256.34,3.87,2.0,1.0,37.3,CHEMBL279,0.0,,,,1
CCC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,Estrogen receptor,CHEMBL215593,,CCC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,256.34,3.87,2.0,1.0,37.3,CHEMBL206,6.34,IC50,455.0,nM,0
CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,Epidermal growth factor receptor,CHEMBL394463,,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,403.45,6.16,4.0,3.0,65.62,CHEMBL203,0.0,,,,1
CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,403.45,6.16,4.0,3.0,65.62,CHEMBL279,0.0,,,,1
CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,Estrogen receptor,CHEMBL2178797,,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,403.45,6.16,4.0,3.0,65.62,CHEMBL206,7.16,EC50,70.0,nM,0
CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,Estrogen receptor,CHEMBL2178797,,CCCn1c(-c2ccc(O)cc2)cc(-c2ccc(O)cc2)c1-c1ccc(O)cc1F,403.45,6.16,4.0,3.0,65.62,CHEMBL206,9.92,EC50,0.12,nM,0
CCCCN(C)c1cc(-c2ccccc2)cc(-c2ccc(O)c(C)c2)n1,Epidermal growth factor receptor,CHEMBL394463,,CCCCN(C)c1cc(-c2ccccc2)cc(-c2ccc(O)c(C)c2)n1,346.47,5.67,3.0,1.0,36.36,CHEMBL203,0.0,,,,1
CCCCN(C)c1cc(-c2ccccc2)cc(-c2ccc(O)c(C)c2)n1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCCCN(C)c1cc(-c2ccccc2)cc(-c2ccc(O)c(C)c2)n1,346.47,5.67,3.0,1.0,36.36,CHEMBL279,0.0,,,,1
CCCCN(C)c1cc(-c2ccccc2)cc(-c2ccc(O)c(C)c2)n1,Estrogen receptor,CHEMBL58504,,CCCCN(C)c1cc(-c2ccccc2)cc(-c2ccc(O)c(C)c2)n1,346.47,5.67,3.0,1.0,36.36,CHEMBL206,6.18,Ki,660.0,nM,0
CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1,Epidermal growth factor receptor,CHEMBL394463,,CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1,428.28,5.6,5.0,1.0,77.25,CHEMBL203,0.0,,,,1
CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1,428.28,5.6,5.0,1.0,77.25,CHEMBL279,0.0,,,,1
CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1,Estrogen receptor,CHEMBL1500466,,CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1,428.28,5.6,5.0,1.0,77.25,CHEMBL206,4.94,EC50,11440.98,nM,0
CCCC[C@@]12CCC(=O)C(C(=O)OC)=C1c1ccc3[nH]ncc3c1C2,Epidermal growth factor receptor,CHEMBL394463,,CCCC[C@@]12CCC(=O)C(C(=O)OC)=C1c1ccc3[nH]ncc3c1C2,338.41,3.59,4.0,1.0,72.05,CHEMBL203,0.0,,,,1
CCCC[C@@]12CCC(=O)C(C(=O)OC)=C1c1ccc3[nH]ncc3c1C2,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CCCC[C@@]12CCC(=O)C(C(=O)OC)=C1c1ccc3[nH]ncc3c1C2,338.41,3.59,4.0,1.0,72.05,CHEMBL279,0.0,,,,1
CCCC[C@@]12CCC(=O)C(C(=O)OC)=C1c1ccc3[nH]ncc3c1C2,Estrogen receptor,CHEMBL377988,,CCCC[C@@]12CCC(=O)C(C(=O)OC)=C1c1ccc3[nH]ncc3c1C2,338.41,3.59,4.0,1.0,72.05,CHEMBL206,5.68,IC50,2080.0,nM,0
N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,Epidermal growth factor receptor,CHEMBL394463,,N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,299.71,4.23,4.0,2.0,77.39,CHEMBL203,0.0,,,,1
N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,Vascular endothelial growth factor receptor 2,CHEMBL86531,,N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,299.71,4.23,4.0,2.0,77.39,CHEMBL279,0.0,,,,1
N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,Estrogen receptor,CHEMBL183152,,N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,299.71,4.23,4.0,2.0,77.39,CHEMBL206,6.2,IC50,625.0,nM,0
CC[C@@]12CCC(=O)C(Cl)=C1c1ccc3[nH]nc(F)c3c1C2,Epidermal growth factor receptor,CHEMBL394463,,CC[C@@]12CCC(=O)C(Cl)=C1c1ccc3[nH]nc(F)c3c1C2,304.75,3.97,2.0,1.0,45.75,CHEMBL203,0.0,,,,1
CC[C@@]12CCC(=O)C(Cl)=C1c1ccc3[nH]nc(F)c3c1C2,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CC[C@@]12CCC(=O)C(Cl)=C1c1ccc3[nH]nc(F)c3c1C2,304.75,3.97,2.0,1.0,45.75,CHEMBL279,0.0,,,,1
CC[C@@]12CCC(=O)C(Cl)=C1c1ccc3[nH]nc(F)c3c1C2,Estrogen receptor,CHEMBL211887,,CC[C@@]12CCC(=O)C(Cl)=C1c1ccc3[nH]nc(F)c3c1C2,304.75,3.97,2.0,1.0,45.75,CHEMBL206,7.09,IC50,82.0,nM,0
O=C(O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,Epidermal growth factor receptor,CHEMBL394463,,O=C(O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,492.99,5.57,2.0,1.0,46.53,CHEMBL203,0.0,,,,1
O=C(O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,O=C(O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,492.99,5.57,2.0,1.0,46.53,CHEMBL279,0.0,,,,1
O=C(O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,Estrogen receptor,CHEMBL250104,,O=C(O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,492.99,5.57,2.0,1.0,46.53,CHEMBL206,4.54,IC50,29000.0,nM,0
CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,Epidermal growth factor receptor,CHEMBL394463,,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,447.56,5.53,3.0,2.0,83.47,CHEMBL203,0.0,,,,1
CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,447.56,5.53,3.0,2.0,83.47,CHEMBL279,0.0,,,,1
CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,Estrogen receptor,CHEMBL3581635,,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,447.56,5.53,3.0,2.0,83.47,CHEMBL206,5.98,EC50,1050.0,nM,0
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)OCC(=O)NCc1ccco1,Epidermal growth factor receptor,CHEMBL394463,,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)OCC(=O)NCc1ccco1,392.77,3.51,6.0,1.0,94.57,CHEMBL203,0.0,,,,1
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)OCC(=O)NCc1ccco1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)OCC(=O)NCc1ccco1,392.77,3.51,6.0,1.0,94.57,CHEMBL279,0.0,,,,1
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)OCC(=O)NCc1ccco1,Estrogen receptor,CHEMBL1548186,,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)OCC(=O)NCc1ccco1,392.77,3.51,6.0,1.0,94.57,CHEMBL206,4.41,IC50,38620.53,nM,0
CC[C@H](C)C1=CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,Epidermal growth factor receptor,CHEMBL394463,,CC[C@H](C)C1=CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,310.48,5.83,1.0,1.0,20.23,CHEMBL203,0.0,,,,1
CC[C@H](C)C1=CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CC[C@H](C)C1=CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,310.48,5.83,1.0,1.0,20.23,CHEMBL279,0.0,,,,1
CC[C@H](C)C1=CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,Estrogen receptor,CHEMBL3099430,,CC[C@H](C)C1=CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,310.48,5.83,1.0,1.0,20.23,CHEMBL206,6.8,Kd,160.0,nM,0
C=C[C@]12CCC(=C)C=C1CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,Epidermal growth factor receptor,CHEMBL394463,,C=C[C@]12CCC(=C)C=C1CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,298.47,5.03,1.0,1.0,20.23,CHEMBL203,0.0,,,,1
C=C[C@]12CCC(=C)C=C1CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,Vascular endothelial growth factor receptor 2,CHEMBL86531,,C=C[C@]12CCC(=C)C=C1CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,298.47,5.03,1.0,1.0,20.23,CHEMBL279,0.0,,,,1
C=C[C@]12CCC(=C)C=C1CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,Estrogen receptor,CHEMBL400480,,C=C[C@]12CCC(=C)C=C1CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,298.47,5.03,1.0,1.0,20.23,CHEMBL206,6.37,EC50,430.0,nM,0
CC(=O)c1ccc(C2=C(c3ccc(O)cc3)Cc3cc(O)ccc32)cc1,Epidermal growth factor receptor,CHEMBL394463,,CC(=O)c1ccc(C2=C(c3ccc(O)cc3)Cc3cc(O)ccc32)cc1,342.39,4.82,3.0,2.0,57.53,CHEMBL203,0.0,,,,1
CC(=O)c1ccc(C2=C(c3ccc(O)cc3)Cc3cc(O)ccc32)cc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,CC(=O)c1ccc(C2=C(c3ccc(O)cc3)Cc3cc(O)ccc32)cc1,342.39,4.82,3.0,2.0,57.53,CHEMBL279,0.0,,,,1
CC(=O)c1ccc(C2=C(c3ccc(O)cc3)Cc3cc(O)ccc32)cc1,Estrogen receptor,CHEMBL370403,,CC(=O)c1ccc(C2=C(c3ccc(O)cc3)Cc3cc(O)ccc32)cc1,342.39,4.82,3.0,2.0,57.53,CHEMBL206,8.14,Ki,7.3,nM,0
Oc1ccc(C2CN(Cc3ccccc3)Cc3cc(O)ccc32)cc1,Epidermal growth factor receptor,CHEMBL394463,,Oc1ccc(C2CN(Cc3ccccc3)Cc3cc(O)ccc32)cc1,331.42,4.25,3.0,2.0,43.7,CHEMBL203,0.0,,,,1
Oc1ccc(C2CN(Cc3ccccc3)Cc3cc(O)ccc32)cc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Oc1ccc(C2CN(Cc3ccccc3)Cc3cc(O)ccc32)cc1,331.42,4.25,3.0,2.0,43.7,CHEMBL279,0.0,,,,1
Oc1ccc(C2CN(Cc3ccccc3)Cc3cc(O)ccc32)cc1,Estrogen receptor,CHEMBL93826,,Oc1ccc(C2CN(Cc3ccccc3)Cc3cc(O)ccc32)cc1,331.42,4.25,3.0,2.0,43.7,CHEMBL206,7.7,IC50,20.1,nM,0
Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,Epidermal growth factor receptor,CHEMBL394463,,Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,254.26,4.06,2.0,2.0,40.46,CHEMBL203,0.0,,,,1
Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,Vascular endothelial growth factor receptor 2,CHEMBL86531,,Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,254.26,4.06,2.0,2.0,40.46,CHEMBL279,0.0,,,,1
Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,Estrogen receptor,CHEMBL192782,,Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,254.26,4.06,2.0,2.0,40.46,CHEMBL206,7.11,IC50,77.0,nM,0
